X,Y,Z,DIP,dipdir,feature_name,dip
201301.63742041826,7308416.484061206,0,,39,s0,11.0
201432.28457745345,7308911.703260752,0,,41,s0,9.0
201491.70413145557,7309085.687846684,0,,45,s0,9.0
201615.95251331705,7309221.240255365,0,,22,s0,6.0
202914.75544838363,7295410.841321943,0,,184,s0,36.0
202898.58534771675,7295488.995413907,0,,190,s0,36.0
202941.80181767343,7295576.827535925,0,,188,s0,25.0
202994.12994558061,7295665.17955212,0,,191,s0,28.0
203003.62091236573,7295845.322884465,0,,173,s0,24.0
202831.54663358832,7296105.209985222,0,,194,s0,7.0
202863.96104751911,7296256.889111369,0,,192,s0,16.0
202864.61246921815,7296336.392928597,0,,190,s0,19.0
202912.56205380405,7296378.204417982,0,,195,s0,26.0
203005.59166915755,7296515.206531586,0,,179,s0,25.0
202994.69890884258,7296636.821777156,0,,179,s0,21.0
202889.94370289933,7296756.3374501,0,,174,s0,14.0
202737.6264670568,7296998.018256693,0,,189,s0,35.0
203708.96218765154,7297319.862746043,0,,140,s0,10.0
204024.73679498356,7297707.783785794,0,,25,s0,32.0
204040.32144070405,7297739.047422169,0,,24,s0,50.0
204057.3326174881,7297779.649157802,0,,200,s0,32.0
204138.24084172526,7297953.743721345,0,,20,s0,60.0
204348.18003751687,7298745.632534637,0,,12,s0,58.0
204414.56732994807,7298833.054740091,0,,12,s0,37.0
204578.13189741323,7299079.394598303,0,,337,s0,2.0
204589.32975396892,7299232.623409021,0,,152,s0,15.0
204559.18294722243,7299488.421342096,0,,142,s0,7.0
204723.90193289192,7299694.869320184,0,,186,s0,40.0
339352.59786348394,7315656.750320491,0,,32,s0,10.0
339496.6939925576,7315942.822091412,0,,36,s0,8.0
339533.55291656253,7316220.695531076,0,,38,s0,12.0
339489.6437956849,7316528.212936798,0,,22,s0,11.0
339664.11761514633,7316796.458336223,0,,28,s0,10.0
340386.6432299026,7316786.680326507,0,,27,s0,5.0
340893.3338702049,7317323.7010175,0,,30,s0,10.0
341311.0436047097,7317439.367473926,0,,42,s0,10.0
341575.0755390717,7318111.2007242115,0,,54,s0,5.0
341795.2395817766,7318494.442716414,0,,30,s0,9.0
342513.59279931686,7319151.04906609,0,,25,s0,8.0
316701.6593826949,7318189.544777591,0,,175,s0,30.0
316690.0739714587,7318307.700727288,0,,172,s0,58.0
316365.31139385793,7318740.932544207,0,,152,s0,76.0
315100.8194168973,7319616.764271202,0,,172,s0,30.0
314077.1967976708,7319837.219398204,0,,170,s0,15.0
314065.05891486706,7320003.665518578,0,,14,s0,16.0
316524.9509394298,7317967.260023009,0,,172,s0,30.0
316509.62191488384,7317896.2744719125,0,,170,s0,34.0
345298.9565440825,7304101.41237607,0,,10,s0,28.0
339950.23192052555,7296547.809890001,0,,226,s0,17.0
339762.78738798865,7296988.160257958,0,,159,s0,9.0
347968.0373925867,7302296.779703822,0,,344,s0,30.0
347961.3994879285,7302207.437889091,0,,348,s0,22.0
348018.65863071836,7301940.022320755,0,,220,s0,42.0
288167.3109965557,7298354.682106728,0,,8,s0,35.0
288215.6811191983,7298174.588764206,0,,10,s0,31.0
288223.7950299841,7298053.503410777,0,,6,s0,38.0
282611.1044387913,7306188.157625544,0,,356,s0,15.0
296868.6062565276,7307550.670289846,0,,2,s0,17.0
317172.8764008317,7301821.206505462,0,,10,s0,3.0
317061.39258594904,7302069.335999423,0,,5,s0,11.0
316966.1613301744,7302487.710840436,0,,12,s0,10.0
316961.84875360737,7303108.104561089,0,,6,s0,16.0
316889.42550315463,7303519.680785941,0,,7,s0,27.0
316738.6172568245,7303202.565333874,0,,4,s0,20.0
316827.25183716294,7301374.167498959,0,,205,s0,17.0
198567.0845678064,7261042.326934308,0,,199,s0,30.0
198422.78229261714,7260903.245244006,0,,201,s0,26.0
208319.4611088934,7247635.665820019,0,,201,s0,11.0
208308.8816906627,7247547.743716309,0,,30,s0,41.0
208304.85771864332,7247493.994656774,0,,28,s0,18.0
208286.97248236532,7247454.922609779,0,,40,s0,30.0
208289.47097318794,7247403.9729804285,0,,36,s0,31.0
208332.49778872821,7247196.905128486,0,,32,s0,35.0
208374.45264450833,7247861.559839936,0,,197,s0,34.0
208363.67532601347,7247931.065692222,0,,186,s0,28.0
208398.96753960493,7248012.749065805,0,,160,s0,32.0
208429.36172167928,7248053.410789225,0,,178,s0,31.0
215675.8014438802,7333902.266502146,0,,220,s0,17.0
215729.21802323207,7334009.854602893,0,,212,s0,18.0
215627.7199257894,7334261.673345926,0,,214,s0,33.0
215664.07585329062,7334291.107354716,0,,220,s0,26.0
215739.45936185058,7334394.916224713,0,,218,s0,26.0
215807.92460704333,7334498.485143552,0,,225,s0,36.0
216119.8813884628,7334732.377535401,0,,224,s0,36.0
216282.21732512483,7334722.1896091085,0,,227,s0,28.0
216480.2495217463,7334830.427577563,0,,223,s0,37.0
216835.53821494366,7335128.346936903,0,,225,s0,20.0
216997.40413848328,7335280.206026409,0,,220,s0,27.0
217235.75026786816,7335502.070866439,0,,228,s0,20.0
217751.52782860614,7335822.865569554,0,,226,s0,50.0
217786.39950413734,7336082.272767967,0,,228,s0,67.0
217801.0771069858,7336112.046707565,0,,226,s0,50.0
217904.3563067965,7336159.976951493,0,,218,s0,61.0
218162.1873662565,7336416.794676963,0,,220,s0,48.0
218247.13605419727,7336382.781600218,0,,222,s0,38.0
218284.68762912124,7336476.082609065,0,,220,s0,35.0
218367.69029781158,7337000.235919166,0,,210,s0,52.0
199466.7721475354,7302162.287085188,0,,340,s0,2.0
199383.9426415764,7302383.811994445,0,,349,s0,6.0
199129.64080347307,7302830.281116985,0,,346,s0,18.0
198971.922539616,7303095.877055724,0,,349,s0,14.0
198881.4326443096,7303432.978439726,0,,336,s0,17.0
198959.24043109093,7303641.745945692,0,,359,s0,10.0
199125.58384808782,7304066.039581924,0,,12,s0,18.0
199126.87019979785,7304119.948608898,0,,348,s0,16.0
199101.79458729335,7304238.2645260375,0,,352,s0,20.0
199035.844324611,7304396.732270397,0,,354,s0,20.0
198929.0359034405,7304941.021481918,0,,354,s0,24.0
198882.2819662803,7304999.559566667,0,,352,s0,28.0
198879.21451220562,7305143.290310691,0,,360,s0,20.0
198885.76995841885,7305259.40667554,0,,359,s0,21.0
198912.29683952243,7305358.526499983,0,,359,s0,22.0
198766.13924936828,7305733.470181303,0,,358,s0,18.0
198810.5018916835,7305948.836344136,0,,6,s0,26.0
199137.89489363518,7306597.304350298,0,,355,s0,21.0
257330.07146108765,7317291.377597878,0,,201,s0,15.0
257342.934978191,7317560.652787691,0,,172,s0,12.0
257364.9183990842,7317689.346592438,0,,172,s0,10.0
257439.17222697142,7317892.415258398,0,,192,s0,20.0
257442.55302313363,7318128.177269722,0,,190,s0,31.0
257397.72036769692,7318841.602054174,0,,184,s0,33.0
257372.90862221128,7319383.061841602,0,,189,s0,34.0
257444.25991290633,7319631.951180895,0,,175,s0,38.0
257451.14519289375,7319971.931978786,0,,181,s0,41.0
247870.19975497804,7305898.236639124,0,,162,s0,34.0
247970.914497211,7306404.503589947,0,,168,s0,45.0
247793.23304431688,7306573.549181214,0,,168,s0,24.0
247457.18190586954,7307041.084015867,0,,323,s0,74.0
251218.6062400235,7302752.007044908,0,,158,s0,31.0
217036.85225749295,7308404.716454558,0,,326,s0,15.0
217537.3750062383,7296924.963125087,0,,194,s0,55.0
203555.3091250349,7298414.959842216,0,,134,s0,20.0
203720.5475988923,7298633.635331431,0,,23,s0,26.0
203798.16573125345,7298679.615972194,0,,26,s0,35.0
203820.34705241304,7298701.591499135,0,,358,s0,28.0
204665.60381371714,7300720.68051929,0,,274,s0,15.0
204556.51953951898,7300311.073893549,0,,212,s0,18.0
204546.99558935442,7300083.050307091,0,,189,s0,57.0
204542.76547123003,7300042.608538897,0,,174,s0,30.0
204432.48554961174,7300231.760037671,0,,196,s0,28.0
317293.0925648147,7273103.391933491,0,,112,s0,73.0
317758.8590798804,7274128.893195676,0,,353,s0,64.0
311523.12073952775,7247908.660248231,0,,346,s0,60.0
309600.53617513657,7247475.158486273,0,,162,s0,30.0
198706.95057873108,7254744.418855264,0,,8,s0,85.0
198710.67770035507,7254754.256852768,0,,187,s0,75.0
198722.74961640447,7254845.88820147,0,,181,s0,65.0
198729.96473016473,7254858.685596595,0,,190,s0,57.0
198745.7637678401,7255029.770772701,0,,193,s0,56.0
198775.011777559,7255136.629022008,0,,197,s0,80.0
198839.26339631923,7255281.2895767605,0,,194,s0,62.0
199004.5430993993,7255792.595501892,0,,193,s0,62.0
198499.3532027565,7260976.650302608,0,,202,s0,25.0
198548.70458087168,7261017.092070794,0,,201,s0,34.0
292273.10652601783,7307236.344270049,0,,19,s0,18.0
195978.1038504974,7234811.156213687,0,,352,s0,16.0
195961.72760372644,7235116.164130209,0,,258,s0,29.0
194832.76432354917,7235431.010044429,0,,171,s0,13.0
